,0
1061,0
1062,1
1063,0
1064,1
1065,0
1066,1
1067,0
1068,1
1069,0
1070,1
1071,0
1072,1
1073,0
1074,1
1075,0
1076,1
1077,0
1078,1
1079,0
1080,1
1081,0
1082,1
1083,0
1084,1
1085,0
1086,1
1087,0
1088,1
1089,0
1090,1
1091,0
1092,1
1093,0
1094,1
1095,0
1096,1
1097,0
1098,1
1099,0
1100,1
1101,0
1102,1
1103,0
1104,1
1105,0
1106,1
1107,0
1108,1
1109,0
1110,1
1111,0
1112,1
1113,0
1114,1
1115,0
1116,1
1117,0
1118,1
1119,0
1120,1
1121,0
1122,1
1123,0
1124,1
1125,0
1126,1
1127,0
1128,1
1129,0
1130,1
1131,0
1132,1
1133,0
1134,1
1135,0
1136,1
1137,0
1138,1
1139,0
1140,1
1141,0
1142,1
1143,0
1144,1
1145,0
1146,1
1147,0
1148,1
1149,0
1150,1
1151,0
1152,1
1153,0
1154,1
1155,0
1156,1
1157,0
1158,1
1159,0
1160,1
1161,0
1162,1
1163,0
1164,1
1165,0
1166,1
1167,0
1168,1
1169,0
1170,1
1171,0
1172,1
1173,0
1174,1
1175,0
1176,1
1177,0
1178,1
1179,0
1180,1
1181,0
1182,1
1183,0
1184,1
1185,0
1186,1
1187,0
1188,1
1189,0
1190,1
1191,0
1192,1
1193,0
1194,1
1195,0
1196,1
1197,0
1198,1
1199,0
1200,1
1201,0
1202,1
1203,0
1204,1
1205,0
1206,0
1207,1
1208,0
1209,1
1210,0
1211,1
1212,0
1213,1
1214,0
1215,1
1216,0
1217,1
1218,0
1219,1
1220,0
1221,1
1222,0
1223,1
1224,0
1225,1
1226,0
1227,1
1228,0
1229,1
1230,0
1231,1
1232,0
1233,1
1234,0
1235,1
1236,0
1237,1
1238,0
1239,1
1240,0
1241,1
1242,0
1243,1
1244,0
1245,1
1246,0
1247,1
1248,0
1249,1
1250,0
1251,1
1252,0
1253,1
1254,0
1255,1
1256,0
1257,1
1258,0
1259,1
1260,1
1261,0
1262,1
1263,0
1264,1
1265,0
1266,1
1267,0
1268,1
1269,0
1270,1
1271,0
1272,1
1273,0
1274,1
1275,0
1276,1
1277,0
1278,1
1279,0
1280,1
1281,0
1282,1
1283,0
1284,1
1285,0
1286,1
1287,0
1288,1
1289,0
1290,1
1291,0
1292,1
1293,0
1294,1
1295,0
1296,1
1297,0
1298,1
1299,0
1300,1
1301,0
1302,1
1303,0
1304,1
1305,0
1306,1
1307,0
1308,1
1309,0
1310,1
1311,0
1312,1
1313,0
1314,1
1315,0
1316,1
1317,0
1318,1
1319,0
1320,1
1321,0
1322,1
1323,0
1324,1
1325,0
1326,1
1327,0
1328,1
1329,0
1330,1
1331,0
1332,0
1333,1
1334,0
1335,1
1336,0
1337,1
1338,0
1339,1
1340,0
1341,1
1342,0
1343,1
1344,0
1345,1
1346,0
1347,1
1348,0
1349,1
1350,0
1351,1
1352,0
1353,1
1354,0
1355,1
1356,0
1357,1
1358,0
1359,1
1360,0
1361,1
1362,0
1363,1
1364,0
1365,1
1366,0
1367,1
1368,0
1369,1
1370,0
1371,1
1372,0
1373,1
1374,0
1375,1
1376,0
1377,1
1378,0
1379,1
1380,0
1381,1
1382,0
1383,1
1384,0
1385,1
1386,0
1387,1
1388,0
1389,1
1390,0
1391,1
1392,0
1393,1
1394,0
1395,1
1396,0
1397,1
1398,0
1399,1
1400,0
1401,1
1402,0
1403,1
1404,0
1405,1
1406,0
1407,1
1408,0
1409,1
1410,0
1411,1
1412,0
1413,1
1414,0
1415,1
1416,0
1417,1
1418,0
1419,1
1420,0
1421,1
1422,0
1423,1
1424,0
1425,1
1426,0
1427,1
1428,0
1429,1
1430,0
1431,1
1432,0
1433,1
1434,0
1435,1
1436,0
1437,1
1438,0
1439,1
1440,0
1441,1
1442,0
1443,1
1444,0
1445,1
1446,0
1447,1
1448,0
1449,1
1450,0
1451,1
1452,0
1453,1
1454,0
1455,1
1456,0
1457,1
1458,0
1459,1
1460,0
1461,1
1462,0
1463,1
1464,0
1465,1
1466,0
1467,1
1468,0
1469,1
1470,0
1471,1
1472,0
1473,1
1474,0
1475,1
1476,0
1477,1
1478,0
1479,1
1480,0
1481,1
1482,0
1483,1
1484,0
1485,1
1486,0
1487,1
1488,0
1489,1
1490,0
1491,1
1492,0
1493,1
1494,0
1495,1
1496,0
1497,1
1498,0
1499,1
1500,0
1501,1
1502,0
1503,1
1504,0
1505,1
1506,0
1507,1
1508,0
1509,1
1510,0
1511,1
1512,0
1513,1
1514,0
1515,1
1516,0
1517,1
1518,0
1519,1
1520,0
1521,1
1522,0
1523,1
1524,0
1525,1
1526,0
1527,1
1528,0
1529,1
1530,0
1531,1
1532,0
1533,1
1534,0
1535,1
1536,0
1537,1
1538,0
1539,1
1540,0
1541,1
1542,0
1543,1
1544,0
1545,1
1546,0
1547,1
1548,0
1549,1
1550,0
1551,1
1552,0
1553,1
1554,0
1555,1
1556,0
1557,1
1558,0
1559,1
1560,0
1561,1
1562,0
1563,1
1564,0
1565,1
1566,0
1567,1
1568,0
1569,1
1570,0
1571,1
1572,0
1573,1
1574,0
1575,1
1576,0
1577,1
1578,0
1579,1
1580,0
1581,1
1582,0
1583,1
1584,0
1585,1
1586,0
1587,1
1588,0
1589,0
1590,1
1591,0
1592,1
1593,0
1594,1
1595,0
1596,1
1597,0
1598,1
1599,0
1600,1
1601,0
1602,1
1603,0
1604,1
1605,0
1606,1
1607,0
1608,1
1609,0
1610,1
1611,0
1612,1
1613,0
1614,1
1615,0
1616,1
1617,0
1618,1
1619,0
1620,1
1621,0
1622,1
1623,0
1624,1
1625,0
1626,1
1627,0
1628,1
1629,0
1630,1
1631,0
1632,1
1633,0
1634,1
1635,0
1636,1
1637,0
1638,1
1639,0
1640,1
1641,0
1642,1
1643,0
1644,1
1645,0
1646,1
1647,0
1648,1
1649,0
1650,1
1651,0
1652,1
1653,0
1654,1
1655,0
1656,1
1657,0
1658,1
1659,0
1660,1
1661,0
1662,1
1663,0
1664,1
1665,0
1666,1
1667,0
1668,1
1669,0
1670,1
1671,0
1672,1
1673,0
1674,1
1675,0
1676,1
1677,0
1678,1
1679,0
1680,1
1681,0
1682,1
1683,0
1684,1
1685,0
1686,1
1687,0
1688,1
1689,0
1690,1
1691,0
1692,1
1693,0
1694,1
1695,0
1696,1
1697,0
1698,1
1699,0
1700,1
1701,0
1702,1
1703,0
1704,1
1705,0
1706,1
1707,0
1708,1
1709,0
1710,1
1711,0
1712,1
1713,0
1714,1
1715,0
1716,1
1717,0
1718,1
1719,0
1720,1
1721,0
1722,1
1723,0
1724,1
1725,0
1726,1
1727,0
1728,1
1729,0
1730,1
1731,0
1732,1
1733,0
1734,1
1735,0
1736,1
1737,0
1738,1
1739,0
1740,1
1741,0
1742,1
1743,0
1744,1
1745,0
1746,1
1747,0
1748,1
1749,0
1750,1
1751,0
1752,1
1753,0
1754,1
1755,0
1756,1
1757,0
1758,1
1759,0
1760,1
1761,0
1762,1
1763,0
1764,1
1765,0
1766,1
1767,0
1768,1
1769,0
1770,1
1771,0
1772,1
1773,0
1774,1
1775,0
1776,1
1777,0
1778,1
1779,0
1780,1
1781,0
1782,1
1783,0
1784,1
1785,0
1786,1
1787,0
1788,1
1789,0
1790,1
1791,0
1792,1
1793,0
1794,1
1795,0
1796,1
1797,0
1798,1
1799,0
1800,1
1801,0
1802,1
1803,0
1804,1
1805,0
1806,1
1807,0
1808,1
1809,0
1810,1
1811,0
1812,1
1813,0
1814,1
1815,0
1816,1
1817,0
1818,1
1819,0
1820,1
1821,0
1822,1
1823,0
1824,1
1825,0
1826,1
1827,0
1828,1
1829,0
1830,1
1831,0
1832,0
1833,1
1834,0
1835,1
1836,0
1837,1
1838,0
1839,1
1840,0
1841,1
1842,0
1843,1
1844,0
1845,1
1846,0
1847,1
1848,0
1849,1
1850,0
1851,1
1852,0
1853,1
1854,0
1855,1
1856,0
1857,1
1858,0
1859,1
1860,0
1861,1
1862,0
1863,1
1864,0
1865,1
1866,0
1867,1
1868,0
1869,1
1870,0
1871,1
1872,0
1873,1
1874,0
1875,1
1876,0
1877,1
1878,0
1879,1
1880,0
1881,1
1882,0
1883,1
1884,0
1885,1
1886,0
1887,1
1888,0
1889,1
1890,0
1891,1
1892,0
1893,1
1894,0
1895,1
1896,0
1897,1
1898,0
1899,1
1900,0
1901,1
1902,0
1903,1
1904,0
1905,1
1906,0
1907,0
1908,1
1909,0
1910,1
1911,0
1912,1
1913,0
1914,1
1915,0
1916,1
1917,0
1918,1
1919,0
1920,1
1921,0
1922,1
1923,0
1924,1
1925,0
1926,1
1927,0
1928,1
1929,0
1930,1
1931,0
1932,1
1933,0
1934,1
1935,0
1936,1
1937,0
1938,1
1939,0
1940,1
1941,0
1942,1
1943,0
1944,1
1945,0
1946,1
1947,0
1948,1
1949,0
1950,1
1951,0
1952,1
1953,0
1954,1
1955,0
1956,1
1957,0
1958,1
1959,1
1960,0
1961,1
1962,0
1963,1
1964,0
1965,1
1966,0
1967,1
1968,0
1969,1
1970,0
1971,1
1972,0
1973,1
1974,0
1975,1
1976,0
1977,1
1978,0
1979,1
1980,0
1981,1
1982,0
1983,1
1984,0
1985,1
1986,0
1987,1
1988,0
1989,1
1990,0
1991,1
1992,0
1993,1
1994,0
1995,1
1996,0
1997,1
1998,0
1999,1
2000,0
2001,1
2002,0
2003,1
2004,0
2005,1
2006,0
2007,1
2008,0
2009,1
2010,0
2011,1
2012,0
2013,1
2014,0
2015,1
2016,0
2017,1
2018,0
2019,1
2020,0
2021,1
2022,0
2023,1
2024,0
2025,1
2026,0
2027,1
2028,0
2029,1
2030,0
2031,1
2032,0
2033,1
2034,0
2035,1
2036,0
2037,1
2038,0
2039,1
2040,0
2041,1
2042,0
2043,1
2044,0
2045,1
2046,0
2047,1
2048,0
2049,1
2050,0
2051,1
2052,0
2053,1
2054,0
2055,1
2056,0
2057,1
2058,0
2059,1
2060,0
2061,1
2062,0
2063,1
2064,0
2065,1
2066,0
2067,1
2068,0
2069,1
2070,0
2071,1
2072,0
2073,1
2074,0
2075,1
2076,0
2077,1
2078,0
2079,1
2080,0
2081,1
2082,0
2083,1
2084,0
2085,1
2086,0
2087,1
2088,0
2089,1
2090,0
2091,1
2092,0
2093,1
2094,0
2095,1
2096,0
2097,1
2098,0
2099,1
2100,0
2101,1
2102,0
2103,1
2104,0
2105,1
2106,0
2107,1
2108,0
2109,1
2110,0
2111,1
2112,0
2113,1
2114,0
2115,1
2116,0
2117,1
2118,0
2119,1
2120,0
2121,1
2122,0
2123,1
2124,0
2125,1
2126,0
2127,1
2128,0
2129,1
2130,0
2131,1
2132,0
2133,1
2134,0
2135,1
2136,0
2137,1
2138,0
2139,1
2140,0
2141,1
2142,0
2143,1
2144,0
2145,1
2146,0
2147,1
2148,0
2149,1
2150,0
2151,1
2152,0
2153,1
2154,0
2155,1
2156,0
2157,1
2158,0
2159,1
2160,0
2161,1
2162,0
2163,1
2164,0
2165,1
2166,0
2167,1
2168,0
2169,1
2170,0
2171,1
2172,0
2173,1
2174,0
2175,1
2176,0
2177,1
2178,0
2179,1
2180,0
2181,1
2182,0
2183,1
2184,0
2185,1
2186,0
2187,1
2188,0
2189,1
2190,0
2191,1
2192,0
2193,1
2194,0
2195,1
2196,0
2197,1
2198,0
2199,1
2200,0
2201,1
2202,0
2203,1
2204,0
2205,1
2206,0
2207,1
2208,0
2209,1
2210,0
2211,1
2212,0
2213,1
2214,0
2215,1
2216,0
2217,1
2218,0
2219,1
2220,0
2221,1
2222,0
2223,1
2224,0
2225,1
2226,0
2227,1
2228,0
2229,1
2230,0
2231,1
2232,0
2233,1
2234,0
2235,1
2236,0
2237,1
2238,0
2239,1
2240,0
2241,1
2242,0
2243,1
2244,0
2245,1
2246,0
2247,1
2248,0
2249,1
2250,0
2251,1
2252,0
2253,1
2254,0
2255,1
2256,0
2257,1
2258,0
2259,1
2260,0
2261,1
2262,0
2263,1
2264,0
2265,1
2266,0
2267,1
2268,0
2269,1
2270,0
2271,1
2272,0
2273,1
2274,0
2275,1
2276,0
2277,1
2278,0
2279,1
2280,0
2281,1
2282,0
2283,1
2284,0
2285,1
2286,0
2287,1
2288,0
2289,1
2290,0
2291,1
2292,0
2293,1
2294,0
2295,1
2296,0
2297,1
2298,0
2299,1
2300,0
2301,1
2302,0
2303,1
2304,0
2305,1
2306,0
2307,1
2308,0
2309,1
2310,0
2311,1
2312,0
2313,1
2314,0
2315,1
2316,0
2317,1
2318,0
2319,1
2320,0
2321,1
2322,0
2323,1
2324,0
2325,1
2326,0
2327,1
2328,0
2329,1
2330,0
2331,1
2332,0
2333,1
2334,0
2335,1
2336,0
2337,1
2338,0
2339,1
2340,0
2341,1
2342,0
2343,1
2344,0
2345,1
2346,0
2347,1
2348,0
2349,1
2350,0
2351,1
2352,0
2353,1
2354,0
2355,1
2356,0
2357,1
2358,0
2359,1
2360,0
2361,1
2362,0
2363,1
2364,0
2365,1
2366,0
2367,1
2368,0
2369,1
2370,0
2371,1
2372,0
2373,1
2374,0
2375,1
2376,0
2377,1
2378,0
2379,1
2380,0
2381,1
2382,0
2383,1
2384,0
2385,1
2386,0
2387,1
2388,0
2389,1
2390,0
2391,1
2392,0
2393,1
2394,0
2395,1
2396,0
2397,1
2398,0
2399,1
2400,0
2401,1
2402,0
2403,1
2404,0
2405,1
2406,0
2407,0
2408,1
2409,0
2410,1
2411,0
2412,1
2413,0
2414,1
2415,0
2416,1
2417,0
2418,1
2419,0
2420,1
2421,0
2422,1
2423,0
2424,1
2425,0
2426,1
2427,0
2428,1
2429,0
2430,1
2431,0
2432,1
2433,0
2434,1
2435,0
2436,1
2437,0
2438,1
2439,0
2440,1
2441,0
2442,1
2443,1
2444,0
2445,1
2446,0
2447,1
2448,0
2449,1
2450,0
2451,1
2452,0
2453,1
2454,0
2455,1
2456,0
2457,1
2458,0
2459,1
2460,1
2461,0
2462,1
2463,0
2464,1
2465,0
2466,1
2467,0
2468,1
2469,0
2470,1
2471,0
2472,1
2473,0
2474,1
2475,0
2476,1
2477,0
2478,1
2479,0
2480,1
2481,0
2482,1
2483,0
2484,0
2485,1
2486,0
2487,1
2488,0
2489,1
2490,0
2491,1
2492,0
2493,1
2494,0
2495,1
2496,0
2497,1
2498,0
2499,1
2500,0
2501,1
2502,0
2503,1
2504,0
2505,1
2506,0
2507,1
2508,0
2509,1
2510,0
2511,1
2512,0
2513,1
2514,0
2515,1
2516,0
2517,1
2518,0
2519,1
2520,0
2521,1
2522,0
2523,1
2524,0
2525,1
2526,0
2527,1
2528,0
2529,1
2530,0
2531,1
2532,0
2533,1
2534,0
2535,1
2536,0
2537,1
2538,0
2539,1
2540,0
2541,1
2542,0
2543,1
2544,0
2545,1
2546,0
2547,1
2548,0
2549,1
2550,0
2551,1
2552,0
2553,1
2554,0
2555,1
2556,0
2557,1
2558,0
2559,1
2560,0
2561,1
2562,0
2563,1
2564,0
2565,1
2566,0
2567,1
2568,0
2569,1
2570,0
2571,1
2572,0
2573,1
2574,0
2575,1
2576,0
2577,1
2578,0
2579,1
2580,0
2581,1
2582,0
2583,1
2584,0
2585,1
2586,0
2587,1
2588,0
2589,1
2590,0
2591,1
2592,0
2593,1
2594,0
2595,1
2596,0
2597,1
2598,0
2599,1
2600,0
2601,1
2602,0
2603,1
2604,0
2605,1
2606,0
2607,1
2608,0
2609,1
2610,0
2611,1
2612,0
2613,1
2614,0
2615,1
2616,0
2617,1
2618,0
2619,1
2620,0
2621,1
2622,0
2623,1
2624,0
2625,1
2626,0
2627,1
2628,0
2629,1
2630,0
2631,1
2632,0
2633,0
2634,1
2635,0
2636,1
2637,0
2638,1
2639,0
2640,1
2641,0
2642,1
2643,0
2644,1
2645,0
2646,1
2647,0
2648,1
2649,0
2650,1
2651,0
2652,1
2653,0
2654,1
2655,0
2656,1
2657,0
2658,1
2659,0
2660,1
2661,0
2662,1
2663,0
2664,1
2665,0
2666,1
2667,0
2668,1
2669,0
2670,1
2671,0
2672,1
2673,0
2674,1
2675,0
2676,1
2677,0
2678,1
2679,0
2680,1
2681,0
2682,1
2683,0
2684,1
2685,0
2686,1
2687,0
2688,1
2689,0
2690,1
2691,0
2692,1
2693,0
2694,1
2695,0
2696,1
2697,0
2698,1
2699,0
2700,1
2701,0
2702,1
2703,0
2704,1
2705,0
2706,1
2707,0
2708,1
2709,0
2710,1
2711,0
2712,1
2713,0
2714,1
2715,0
2716,1
2717,0
2718,1
2719,0
2720,1
2721,0
2722,1
2723,0
2724,1
2725,0
2726,1
2727,0
2728,1
2729,0
2730,1
2731,0
2732,1
2733,0
2734,1
2735,0
2736,1
2737,0
2738,1
2739,0
2740,1
2741,0
2742,1
2743,0
2744,1
2745,0
2746,1
2747,0
2748,1
2749,0
2750,1
2751,0
2752,1
2753,0
2754,1
2755,0
2756,1
2757,0
2758,1
2759,0
2760,1
2761,0
2762,1
2763,0
2764,1
2765,0
2766,1
2767,0
2768,1
2769,0
2770,1
2771,0
2772,1
2773,0
2774,1
2775,0
2776,1
2777,0
2778,1
2779,0
2780,1
2781,0
2782,1
2783,0
2784,1
2785,0
2786,1
2787,0
2788,1
2789,0
2790,1
2791,0
2792,1
2793,0
2794,1
2795,0
2796,1
2797,0
2798,1
2799,0
2800,1
2801,0
2802,1
2803,0
2804,1
2805,0
2806,1
2807,0
2808,1
2809,0
2810,1
2811,0
2812,1
2813,0
2814,1
2815,0
2816,1
2817,0
2818,1
2819,0
2820,1
2821,0
2822,1
2823,0
2824,1
2825,0
2826,1
2827,0
2828,1
2829,0
2830,1
2831,0
2832,1
2833,0
2834,1
2835,0
2836,1
2837,0
2838,1
2839,0
2840,1
2841,0
2842,1
2843,0
2844,1
2845,0
2846,1
2847,0
2848,1
2849,0
2850,1
2851,0
2852,1
2853,0
2854,1
2855,0
2856,1
2857,0
2858,1
2859,0
2860,1
2861,0
2862,1
2863,0
2864,1
2865,0
2866,1
2867,0
2868,1
2869,0
2870,1
2871,0
2872,1
2873,0
2874,1
2875,0
2876,1
2877,0
2878,1
2879,0
2880,1
2881,0
2882,1
2883,0
2884,1
2885,0
2886,1
2887,0
2888,1
2889,0
2890,1
2891,0
2892,1
2893,0
2894,1
2895,0
2896,0
2897,1
2898,0
2899,1
2900,0
2901,1
2902,0
2903,1
2904,0
2905,1
2906,0
2907,1
2908,0
2909,1
2910,0
2911,1
2912,0
2913,1
2914,0
2915,1
2916,0
2917,1
2918,0
2919,1
2920,0
2921,1
2922,0
2923,1
2924,0
2925,1
2926,0
2927,1
2928,0
2929,1
2930,0
2931,1
2932,0
2933,1
2934,0
2935,1
2936,0
2937,1
2938,0
2939,1
2940,0
2941,1
2942,1
2943,0
2944,1
2945,0
2946,1
2947,0
2948,1
2949,0
2950,1
2951,0
2952,1
2953,0
2954,1
2955,0
2956,1
2957,0
2958,1
2959,0
2960,1
2961,0
2962,1
2963,0
2964,1
2965,0
2966,1
2967,0
2968,1
2969,0
2970,1
2971,0
2972,1
2973,0
2974,1
2975,0
2976,1
2977,0
2978,1
2979,0
2980,1
2981,0
2982,1
2983,0
2984,1
2985,0
2986,1
2987,0
2988,1
2989,0
2990,1
2991,0
2992,1
2993,0
2994,1
2995,0
2996,1
2997,0
