,0
584,2
585,3
586,2
587,3
588,2
589,3
590,2
591,3
592,2
593,3
594,2
595,3
596,2
597,3
598,2
599,3
600,2
601,3
602,2
603,3
604,2
605,3
606,2
607,3
608,2
609,3
610,2
611,3
612,2
613,3
614,2
615,3
616,2
617,3
618,2
619,3
620,2
621,3
622,2
623,3
624,2
625,3
626,2
627,3
628,2
629,3
630,2
631,3
632,2
633,3
634,2
635,3
636,2
637,3
638,2
639,3
640,2
641,3
642,2
643,3
644,2
645,3
646,2
647,3
648,2
649,3
650,2
651,3
652,2
653,3
654,2
655,3
656,2
657,3
658,2
659,3
660,2
661,3
662,2
663,3
664,2
665,3
666,2
667,3
668,2
669,3
670,2
671,3
672,2
673,3
674,2
675,3
676,2
677,3
678,2
679,3
680,2
681,3
682,2
683,3
684,2
685,3
686,2
687,3
688,2
689,3
690,2
691,3
692,2
693,3
694,2
695,3
696,2
697,3
698,2
699,3
700,2
701,3
702,2
703,3
704,2
705,3
706,2
707,3
708,2
709,3
710,2
711,3
712,2
713,3
714,2
715,3
716,2
717,3
718,2
719,3
720,2
721,3
722,2
723,3
724,2
725,3
726,2
727,3
728,2
729,3
730,2
731,3
732,2
733,3
734,2
735,3
736,2
737,3
738,2
739,3
740,2
741,3
742,2
743,3
744,2
745,3
746,2
747,3
748,2
749,3
750,2
751,3
752,2
753,3
754,2
755,3
756,2
757,3
758,2
759,3
760,2
761,3
762,2
763,3
764,2
765,3
766,2
767,3
768,2
769,3
770,2
771,3
772,2
773,3
774,2
775,3
776,2
777,3
778,2
779,3
780,2
781,3
782,2
783,3
784,2
785,3
786,2
787,3
788,2
789,3
790,2
791,3
792,2
793,3
794,2
795,3
796,2
797,3
798,2
799,3
800,2
801,3
802,2
803,3
804,2
805,3
806,2
807,3
808,2
809,3
810,2
811,3
812,2
813,3
814,2
815,3
816,2
817,3
818,2
819,3
820,2
821,3
822,2
823,3
824,2
825,3
826,2
827,3
828,2
829,3
830,2
831,3
832,2
833,3
834,2
835,3
836,2
837,3
838,2
839,3
840,2
841,3
842,2
843,3
844,2
845,3
846,2
847,3
848,2
849,3
850,2
851,3
852,2
853,3
854,2
855,3
856,2
857,3
858,2
859,3
860,2
861,3
862,2
863,3
864,2
865,3
866,2
867,3
868,2
869,3
870,2
871,3
872,2
873,3
874,2
875,3
876,2
877,3
878,2
879,3
880,2
881,3
882,2
883,3
884,2
885,3
886,2
887,3
888,2
889,3
890,2
891,3
892,2
893,3
894,2
895,3
896,2
897,3
898,2
899,3
900,2
901,3
902,2
903,3
904,2
905,3
906,2
907,3
908,2
909,3
910,2
911,3
912,2
913,3
914,2
915,3
916,2
917,3
918,2
919,3
920,2
921,3
922,2
923,3
924,2
925,3
926,2
927,3
928,2
929,3
930,2
931,3
932,2
933,3
934,2
935,3
936,2
937,3
938,2
939,3
940,2
941,3
942,2
943,3
944,2
945,3
946,2
947,3
948,2
949,3
950,2
951,3
952,2
953,3
954,2
955,3
956,2
957,3
958,2
959,3
960,2
961,3
962,2
963,3
964,2
965,3
966,2
967,3
968,2
969,3
970,2
971,3
972,2
973,3
974,2
975,3
976,2
977,3
978,2
979,3
980,2
981,3
982,2
983,3
984,2
985,3
986,2
987,3
988,2
989,3
990,2
991,3
992,2
993,3
994,2
995,3
996,2
997,3
998,2
999,3
1000,2
1001,3
1002,2
1003,3
1004,2
1005,3
1006,2
1007,3
1008,2
1009,3
1010,2
1011,3
1012,2
1013,3
1014,2
1015,3
1016,2
1017,3
1018,2
1019,3
1020,2
1021,3
1022,2
1023,3
1024,2
1025,3
1026,2
1027,3
1028,2
1029,3
1030,2
1031,3
1032,2
1033,3
1034,2
1035,3
1036,2
1037,3
1038,2
1039,3
1040,2
1041,3
1042,2
1043,3
1044,2
1045,3
1046,2
1047,3
1048,2
1049,3
1050,2
1051,3
1052,2
1053,3
1054,2
1055,3
1056,2
1057,3
1058,2
1059,3
1060,2
1061,3
1062,2
1063,3
1064,2
1065,3
1066,2
1067,3
1068,2
1069,3
1070,2
1071,3
1072,2
1073,3
1074,2
1075,3
1076,2
1077,3
1078,2
1079,3
1080,2
1081,3
1082,2
1083,3
1084,2
1085,3
1086,2
1087,3
1088,2
1089,3
1090,2
1091,3
1092,2
1093,3
1094,2
1095,3
1096,2
1097,3
1098,2
1099,3
1100,2
1101,3
1102,2
1103,3
1104,2
1105,3
1106,2
1107,3
1108,2
1109,3
1110,2
1111,3
1112,2
1113,3
1114,2
1115,3
1116,2
1117,3
1118,2
1119,3
1120,2
1121,3
1122,2
1123,3
1124,2
1125,3
1126,2
1127,3
1128,2
1129,3
1130,2
1131,3
1132,2
1133,3
1134,2
1135,3
1136,2
1137,3
1138,2
1139,3
1140,2
1141,3
1142,2
1143,3
1144,2
1145,3
1146,2
1147,3
1148,2
1149,3
1150,2
1151,3
1152,2
1153,3
1154,2
1155,3
1156,2
1157,3
1158,2
1159,3
1160,2
1161,3
1162,2
1163,3
1164,2
1165,3
1166,2
1167,3
1168,2
1169,3
1170,2
1171,3
1172,2
1173,3
1174,2
1175,3
1176,2
1177,3
1178,2
1179,3
1180,2
1181,3
1182,2
1183,3
1184,2
1185,3
1186,2
1187,3
1188,2
1189,3
1190,2
1191,3
1192,2
1193,3
1194,2
1195,3
1196,2
1197,3
1198,2
1199,3
1200,2
1201,3
1202,2
1203,3
1204,2
1205,3
1206,2
1207,3
1208,2
1209,3
1210,2
1211,3
1212,2
1213,3
1214,2
1215,3
1216,2
1217,3
1218,2
1219,3
1220,2
1221,3
1222,2
1223,3
1224,2
1225,3
1226,2
1227,3
1228,2
1229,3
1230,2
1231,3
1232,2
1233,3
1234,2
1235,3
1236,2
1237,3
1238,2
1239,3
1240,2
1241,3
1242,2
1243,3
1244,2
1245,3
1246,2
1247,3
1248,2
1249,3
1250,2
1251,3
1252,2
1253,3
1254,2
1255,3
1256,2
1257,3
1258,2
1259,3
1260,2
1261,3
1262,2
1263,3
1264,2
1265,3
1266,2
1267,3
1268,2
1269,3
1270,2
1271,3
1272,2
1273,3
1274,2
1275,3
1276,2
1277,3
1278,2
1279,3
1280,2
1281,3
1282,2
1283,3
1284,2
1285,3
1286,2
1287,3
1288,2
1289,3
1290,2
1291,3
1292,2
1293,3
1294,2
1295,3
1296,2
1297,3
1298,2
1299,3
1300,2
1301,3
1302,2
1303,3
1304,2
1305,3
1306,2
1307,3
1308,2
1309,3
1310,2
1311,3
1312,2
1313,3
1314,2
1315,3
1316,2
1317,3
1318,2
1319,3
1320,2
1321,3
1322,2
1323,3
1324,2
1325,3
1326,2
1327,3
1328,2
1329,3
1330,2
1331,3
1332,2
1333,3
1334,2
1335,3
1336,2
1337,3
1338,2
1339,3
1340,2
1341,3
1342,2
1343,3
1344,2
1345,3
1346,2
1347,3
1348,2
1349,3
1350,2
1351,3
1352,2
1353,3
1354,2
1355,3
1356,2
1357,3
1358,2
1359,3
1360,2
1361,3
1362,2
1363,3
1364,2
1365,3
1366,2
1367,3
1368,2
1369,3
1370,2
1371,3
1372,2
1373,3
1374,2
1375,3
1376,2
1377,3
1378,2
1379,3
1380,2
1381,3
1382,2
1383,3
1384,2
1385,3
1386,2
1387,3
1388,2
1389,3
1390,2
1391,3
1392,2
1393,3
1394,2
1395,3
1396,2
1397,3
1398,2
1399,3
1400,2
1401,3
1402,2
1403,3
1404,2
1405,3
1406,2
1407,3
1408,2
1409,3
1410,2
1411,3
1412,2
1413,3
1414,2
1415,3
1416,2
1417,3
1418,2
1419,3
1420,2
1421,3
1422,2
1423,3
1424,2
1425,3
1426,2
1427,3
1428,2
1429,3
1430,2
1431,3
1432,2
1433,3
1434,2
1435,3
1436,2
1437,3
1438,2
1439,3
1440,2
1441,3
1442,2
1443,3
1444,2
1445,3
1446,2
1447,3
1448,2
1449,3
1450,2
1451,3
1452,2
1453,3
1454,2
1455,3
1456,2
1457,3
1458,2
1459,3
1460,2
1461,3
1462,2
1463,3
1464,2
1465,3
1466,2
1467,3
1468,2
1469,3
1470,2
1471,3
1472,2
1473,3
1474,2
1475,3
1476,2
1477,3
1478,2
1479,3
1480,2
1481,3
1482,2
1483,3
1484,2
1485,3
1486,2
1487,3
1488,2
1489,3
1490,2
1491,3
1492,2
1493,3
1494,2
1495,3
1496,2
1497,3
1498,2
1499,3
1500,2
1501,3
1502,2
1503,3
1504,2
1505,3
1506,2
1507,3
1508,2
1509,3
1510,2
1511,3
1512,2
1513,3
1514,2
1515,3
1516,2
1517,3
1518,2
1519,3
1520,2
1521,3
1522,2
1523,3
1524,2
1525,3
1526,2
1527,3
1528,2
1529,3
1530,2
